curriculum_id,entrance_year,course_id,course_category,course_name,course_year,credit_required,credit_elective,course_summary,course_keyword
97,2019,SD 213,武蔵野BASIS,哲学への探索,2,0,2,"哲学・倫理学の基本的問題について知ることができるようになると同時に、「哲学的に考える」ことの訓練を通じて柔軟な思考力、論理的思考能力を身につけることがこの授業の目的である。
授業は、毎回、哲学・倫理学の様々なテーマについて講義する動画を視聴してもらった上で、自分の考えを展開し、適切に表現し伝える力をつけてもらう。また、グループワークによって、共同作業での自己表現の力をつける。 ",哲学・探索・倫理学・授業・表現・基本的
98,2019,SD 214,武蔵野BASIS,⽂化⼈類学への誘い,2,0,2,"文化人類学の基礎的な概念を学び、多様な世界観・価値観の存在を認識することにより、「他者」にとっての「あたりまえ」を探っていく。様々な社会・民族の生活や慣習、モノの見方、「人間という存在」への理解の仕方などを講義で紹介していく。また、異文化理解を深めることによって自文化について再発見し、グローバル化時代における相互理解について考えていく。
この授業は、講義収録動画や授業資料をオンライン配信する「オンデマンド型」で進める。 ",文化人類学・誘い・存在・理解・講義・授業
99,2019,SD 215,武蔵野BASIS,⽂学を読み解く楽しみ,2,0,2,"本講義では戦前における韓国の近代文学史を抑えながら、主に日本の近代文学が与えた影響関係を明らかにします。主に韓国のリアリズム文学胎動以降の作品をピックアップして解説します。植民地朝鮮で育まれ近代文学が、植民地という時間軸と、植民地空間という空間軸においてどのように展開されていたか、その特徴を探ります。授業で扱うテキストは日本でも翻訳された作品を扱います。内容によっては映像資料も用い、多様な観点から作品理解を追究します。

この講義ではなるべくテキストを直接手に取って読む機会を増やす予定です。 ",文学・楽しみ・近代文学・作品・植民地・講義・韓国
100,2019,LAS 101,武蔵野BASIS,全学教養ゼミナール１,1,0,2,"タイ語を学ぶ。発音の組織、文法、基本表現、表記法を一通り学び、基礎的な運用能力を修得する。
タイ語は、発音の仕組みも、文法も、表記（文字）も日本語とは大きく異なっている言語である。タイ語を学ぶことで、言語というものに対する理解が深まり、しいては人間や世界についての理解が深まることを大きな目標とする。 ",全学・教養・ゼミナール・発音・文法・タイ語・言語・理解
101,2019,LAS 102,武蔵野BASIS,全学教養ゼミナール２,1,0,2,私たちの生活を照らしだしてくれるものとしての詩、生活の細部に気づかせてくれるものとしての詩、生活に潤いを与えてくれるものとしての詩をとりあげる。古今東西の詩のなかから、この授業では日本の近代の詩に対象をしぼって紹介し、かつその読み方について考察する。あわせて日本近代詩史の流れを学ぶ。具体的な詩のテキストをこまやかに読み、あじわう場にしたい。,全学・教養・ゼミナール・詩・生活・日本・近代・私たち
102,2019,SD 221,武蔵野BASIS,ホスピタリティマインド概論,2,0,2,,
103,2019,SD 222,武蔵野BASIS,ホスピタリティマインド各論,2,0,2,,
104,2019,SD 231,武蔵野BASIS,プレゼンテーション,2,0,2,,
105,2019,FW 101,武蔵野BASIS,フィールド・スタディーズ,1,1,0,"多様な学外学修プログラムの中から必ずひとつを選び、休まずに参加する。休まずに参加するだけではなく、全員がその場を積極的に活用することを前提とする。参加した授業プログラムを成功させるためには、プログラムに関することを事前によく調べて、各自が目標と課題を設定して授業に臨むことが必須条件となる。また、学外学修後においては、必ずふりかえりの時間を自ら設け、個人として経験を言語化する必要がある。さらに、継続してそれを発信していくことが望まれる。
具体的内容は各プログラムによって異なります。必ずプログラム一覧、概要、説明資料・動画、シラバスを確認してください。そして、自身でよく考え、よく調べてください。このシラバスに書いてあることを、よく読んでください。 ",フィールド・スタディーズ・プログラム・参加・学外・学修・授業
106,2019,FW 111,武蔵野BASIS,フィールド・スタディーズ１,1,0,1,"江東区の文化施設等で働く職員の仕事を手伝う活動を通して、江東区の特色を知り、江東区に住む人々の安全で健康な暮らしや福祉を考える地方行政や市民生活について学び、課題や解決方法を考える。子どもたちの望ましい生活環境や教育環境の在り方を考える。そのために、事前に江東区について調べ活動を行い、実習後には学んだことの報告・発表を行う。
大学の方針により対面実施が不可となった場合、その他のオンラインプログラムをご案内する場合がある。また、区役所の都合に合わせて日程を設定するので、短期等期間の変更があり得る。　 ",フィールド・スタディーズ・江東区・活動・文化施設・職員・仕事
107,2019,FW 112,武蔵野BASIS,フィールド・スタディーズ２,1,0,2,"江東区の児童館の職務を手伝う実習活動を通して、江東区のよさや課題を知り、子どもたちの望ましい生活環境や教育環境の在り方を考える。そのために、事前に江東区について調べ活動を行い、実習後には学んだことの発表を行う。
本プログラムは児童福祉施設における対面実習を前提としており、施設の指示に基づき三密対策を十分に講じたうえで学外実習や学外学修を行う予定である。事前・事後の講義は状況に応じてオンラインで対応をする。
大学の方針により対面実施が不可となった場合、その他のオンラインプログラムをご案内する場合がある。　 ",フィールド・スタディーズ・実習・江東区・活動・事前・プログラム
108,2019,FW 113,武蔵野BASIS,フィールド・スタディーズ３,1,0,3,"江東区の児童館の職務を手伝う実習活動を通して、江東区のよさや課題を知り、子どもたちの望ましい生活環境や教育環境の在り方を考える。そのために、事前に江東区について調べ活動を行い、実習後には学んだことの発表を行う。
本プログラムは児童福祉施設における対面実習を前提としており、施設の指示に基づき三密対策を十分に講じたうえで学外実習や学外学修を行う予定である。事前・事後の講義は状況に応じてオンラインで対応をする。
大学の方針により対面実施が不可となった場合、その他のオンラインプログラムをご案内する場合がある。　 ",フィールド・スタディーズ・実習・江東区・活動・事前・プログラム
109,2019,FW 114,武蔵野BASIS,フィールド・スタディーズ４,1,0,4,"○武蔵野福祉公社の各部署で業務の体験を行う。デイサービス（通所介護サービス）業務、社会活動センター業務・講座体験、在宅介護・地域包括支援センター業務、住宅改修・福祉用具相談支援センター業務、ホームヘルプセンターの訪問介護業務、権利擁護センター業務、成年後見自立支援センター業務、地域包括ケア人材育成センター業務、生活自立支援センター業務、法人運営の総務的業務の体験活動
○高齢者対応の専門家である福祉公社の職員の方々と主体的・能動的に関わり、高齢者総合センターで働く方々の福祉への思いや願い、高齢者に対応する姿勢等から、自らの高齢者福祉活動に対する考えをもてるようにする。 ",フィールド・スタディーズ・業務・センター・福祉・体験・高齢者
